country_id,date,cases,deaths,cases_14_100k,cases_100k
AT,8/6/2020,21575,719,16.4,243.54
AT,8/7/2020,21689,719,16.48,244.83
AT,8/8/2020,21819,720,16.59,246.3
AT,8/9/2020,21935,721,16.36,247.61
AT,8/10/2020,22011,721,16.49,248.47
AT,8/11/2020,22122,723,16.26,249.72
AT,8/12/2020,22260,723,15.96,251.28
AT,8/13/2020,22501,724,16.84,254
AT,8/14/2020,22730,725,18.42,256.58
AT,8/15/2020,22951,725,19.49,259.08
AT,8/16/2020,23211,728,21.47,262.01
AT,8/17/2020,23373,728,22.94,263.84
AT,8/18/2020,23717,729,25.34,267.72
AT,8/19/2020,23875,729,25.96,269.51
AT,8/20/2020,24300,729,29.47,274.3
AT,8/21/2020,24608,729,31.48,277.78
AT,8/22/2020,24883,730,33.28,280.89
AT,8/23/2020,25099,732,34.86,283.32
AT,8/24/2020,25239,732,35.19,284.9
AT,8/25/2020,25547,733,37.1,288.38
AT,8/26/2020,25838,733,37.67,291.67
AT,8/27/2020,26154,733,38.65,295.23
AT,8/28/2020,26381,733,38.72,297.8
AT,8/29/2020,26763,733,40.1,302.11
AT,8/30/2020,26937,733,40.23,304.07
AT,8/31/2020,27218,733,39.52,307.24
AT,9/1/2020,27404,733,39.84,309.34
AT,9/2/2020,27741,734,38.84,313.15
AT,9/3/2020,28183,734,40.36,318.14
AT,9/4/2020,28495,735,40.77,321.66
AT,9/5/2020,28766,735,41.39,324.72
AT,9/6/2020,28974,735,42.16,327.07
AT,9/7/2020,29194,736,41.17,329.55
AT,9/8/2020,29705,746,43.65,335.32
AT,9/9/2020,30200,747,45.67,340.9
AT,9/10/2020,30954,747,51.62,349.42
AT,9/11/2020,31451,748,52.92,355.03
AT,9/12/2020,32456,750,62.3,366.37
AT,9/13/2020,32951,754,64.72,371.96
AT,9/14/2020,33335,756,66.95,376.29
AT,9/15/2020,33884,757,69.34,382.49
AT,9/16/2020,34744,757,74.06,392.2
AT,9/17/2020,35448,758,78.49,400.15
AT,9/18/2020,36370,758,85.84,410.55
AT,9/19/2020,37191,763,92.76,419.82
AT,9/20/2020,37948,765,98.82,428.37
AT,9/21/2020,38557,766,99.92,435.24
AT,9/22/2020,39150,767,101.03,441.93
AT,9/23/2020,39897,771,100.95,450.37
AT,9/24/2020,40558,777,102.8,457.83
AT,9/25/2020,41246,783,99.22,465.59
AT,9/26/2020,42317,786,105.73,477.68
AT,9/27/2020,42940,787,108.42,484.72
AT,9/28/2020,43466,787,108.16,490.65
AT,9/29/2020,43885,790,103.19,495.38
AT,9/30/2020,44607,796,103.39,503.53
AT,10/1/2020,45753,799,105.92,516.47
AT,10/2/2020,46317,802,103.02,522.84
AT,10/3/2020,47189,803,104.31,532.68
AT,10/4/2020,48019,809,106.81,542.05
AT,10/5/2020,48618,813,106.88,548.81
AU,12/31/2019,0,0,0,0
AU,1/1/2020,0,0,0,0
AU,1/2/2020,0,0,0,0
AU,1/3/2020,0,0,0,0
AU,1/4/2020,0,0,0,0
AU,1/5/2020,0,0,0,0
AU,1/6/2020,0,0,0,0
AU,1/7/2020,0,0,0,0
AU,1/8/2020,0,0,0,0
AU,1/9/2020,0,0,0,0
AU,1/10/2020,0,0,0,0
AU,1/11/2020,0,0,0,0
AU,1/12/2020,0,0,0,0
AU,1/13/2020,0,0,0,0
AU,1/14/2020,0,0,0,0
AU,1/15/2020,0,0,0,0
AU,1/16/2020,0,0,0,0
AU,1/17/2020,0,0,0,0
AU,1/18/2020,0,0,0,0
AU,1/19/2020,0,0,0,0
AU,1/20/2020,0,0,0,0
AU,1/21/2020,0,0,0,0
AU,1/22/2020,0,0,0,0
AU,1/23/2020,0,0,0,0
AU,1/24/2020,0,0,0,0
AU,1/25/2020,1,0,0,0
AU,1/26/2020,4,0,0.02,0.02
AU,1/27/2020,4,0,0.02,0.02
AU,1/28/2020,4,0,0.02,0.02
AU,1/29/2020,4,0,0.02,0.02
AU,1/30/2020,6,0,0.02,0.02
AU,1/31/2020,7,0,0.03,0.03
AU,2/1/2020,9,0,0.04,0.04
AU,2/2/2020,11,0,0.04,0.04
AU,2/3/2020,11,0,0.04,0.04
AU,2/4/2020,11,0,0.04,0.04
AU,2/5/2020,12,0,0.05,0.05
AU,2/6/2020,13,0,0.05,0.05
AU,2/7/2020,14,0,0.05,0.06
AU,2/8/2020,14,0,0.04,0.06
AU,2/9/2020,14,0,0.04,0.06
AU,2/10/2020,14,0,0.04,0.06
AU,2/11/2020,14,0,0.04,0.06
AU,2/12/2020,14,0,0.03,0.06
AU,2/13/2020,14,0,0.03,0.06
AU,2/14/2020,15,0,0.02,0.06
AU,2/15/2020,15,0,0.02,0.06
AU,2/16/2020,15,0,0.02,0.06
AU,2/17/2020,15,0,0.02,0.06
AU,2/18/2020,15,0,0.01,0.06
AU,2/19/2020,15,0,0.01,0.06
AU,2/20/2020,15,0,0,0.06
AU,2/21/2020,17,0,0.01,0.07
AU,2/22/2020,21,0,0.03,0.08
AU,2/23/2020,22,0,0.03,0.09
AU,2/24/2020,22,0,0.03,0.09
AU,2/25/2020,22,0,0.03,0.09
AU,2/26/2020,22,0,0.03,0.09
AU,2/27/2020,23,0,0.03,0.09
AU,2/28/2020,23,0,0.03,0.09
AU,2/29/2020,25,0,0.04,0.1
AU,3/1/2020,26,1,0.04,0.1
AU,3/2/2020,29,1,0.06,0.12
AU,3/3/2020,33,1,0.07,0.13
AU,3/4/2020,41,1,0.1,0.16
AU,3/5/2020,52,2,0.14,0.21
AU,3/6/2020,59,2,0.15,0.23
AU,3/7/2020,63,2,0.16,0.25
AU,3/8/2020,74,3,0.21,0.29
AU,3/9/2020,80,3,0.23,0.32
AU,3/10/2020,100,3,0.31,0.4
AU,3/11/2020,112,3,0.35,0.44
AU,3/12/2020,126,3,0.41,0.5
AU,3/13/2020,156,3,0.52,0.62
AU,3/14/2020,197,3,0.68,0.78
AU,3/15/2020,249,3,0.87,0.99
AU,3/16/2020,298,5,1.05,1.18
AU,3/17/2020,375,5,1.33,1.49
AU,3/18/2020,454,5,1.6,1.8
AU,3/19/2020,565,6,2.01,2.24
AU,3/20/2020,709,6,2.56,2.81
AU,3/21/2020,874,7,3.17,3.47
AU,3/22/2020,1098,7,4.04,4.36
AU,3/23/2020,1709,7,6.38,6.78
AU,3/24/2020,1823,7,6.79,7.23
AU,3/25/2020,2423,8,9.11,9.61
AU,3/26/2020,2799,11,10.49,11.11
AU,3/27/2020,3166,13,11.78,12.56
AU,3/28/2020,3378,13,12.42,13.4
AU,3/29/2020,3809,14,13.93,15.11
AU,3/30/2020,4093,16,14.75,16.24
AU,3/31/2020,4557,19,16.28,18.08
AU,4/1/2020,4707,20,16.43,18.68
AU,4/2/2020,4976,21,16.93,19.74
AU,4/3/2020,5224,23,17.26,20.73
AU,4/4/2020,5548,30,17.66,22.01
AU,4/5/2020,5687,34,15.78,22.56
AU,4/6/2020,5744,36,15.56,22.79
AU,4/7/2020,5844,42,13.57,23.19
AU,4/8/2020,5956,45,12.53,23.63
AU,4/9/2020,6052,50,11.45,24.01
AU,4/10/2020,6152,52,11.01,24.41
AU,4/11/2020,6238,54,9.64,24.75
AU,4/12/2020,6289,57,8.71,24.95
AU,4/13/2020,6322,61,7,25.08
AU,4/14/2020,6366,61,6.58,25.26
AU,4/15/2020,6416,61,5.71,25.46
AU,4/16/2020,6458,63,4.9,25.62
AU,4/17/2020,6497,63,3.77,25.78
AU,4/18/2020,6533,67,3.36,25.92
AU,4/19/2020,6586,69,3.34,26.13
AU,4/20/2020,6612,70,3.05,26.23
AU,4/21/2020,6625,71,2.65,26.29
AU,4/22/2020,6647,74,2.36,26.37
AU,4/23/2020,6654,74,1.99,26.4
AU,4/24/2020,6667,75,1.7,26.45
AU,4/25/2020,6687,79,1.58,26.53
AU,4/26/2020,6703,81,1.51,26.6
AU,4/27/2020,6713,83,1.38,26.64
AU,4/28/2020,6725,84,1.23,26.68
AU,4/29/2020,6738,88,1.11,26.73
AU,4/30/2020,6746,90,0.99,26.77
AU,5/1/2020,6762,92,0.91,26.83
AU,5/2/2020,6767,93,0.72,26.85
AU,5/3/2020,6783,93,0.68,26.91
AU,5/4/2020,6801,95,0.7,26.98
AU,5/5/2020,6825,95,0.71,27.08
AU,5/6/2020,6849,96,0.77,27.18
AU,5/7/2020,6875,97,0.83,27.28
AU,5/8/2020,6896,97,0.83,27.36
AU,5/9/2020,6914,97,0.84,27.43
AU,5/10/2020,6929,97,0.86,27.49
AU,5/11/2020,6941,97,0.86,27.54
AU,5/12/2020,6948,97,0.83,27.57
AU,5/13/2020,6964,97,0.86,27.63
AU,5/14/2020,6975,98,0.85,27.68
AU,5/15/2020,6989,98,0.88,27.73
AU,5/16/2020,7019,98,0.94,27.85
AU,5/17/2020,7036,98,0.93,27.92
AU,5/18/2020,7045,98,0.87,27.95
AU,5/19/2020,7060,99,0.84,28.01
AU,5/20/2020,7068,99,0.77,28.04
AU,5/21/2020,7079,100,0.73,28.09
AU,5/22/2020,7081,100,0.66,28.1
AU,5/23/2020,7095,101,0.66,28.15
AU,5/24/2020,7106,102,0.65,28.19
AU,5/25/2020,7109,102,0.64,28.21
AU,5/26/2020,7118,102,0.61,28.24
AU,5/27/2020,7133,102,0.63,28.3
AU,5/28/2020,7139,102,0.6,28.33
AU,5/29/2020,7150,102,0.52,28.37
AU,5/30/2020,7173,102,0.54,28.46
AU,5/31/2020,7185,102,0.56,28.51
AU,6/1/2020,7195,102,0.54,28.55
AU,6/2/2020,7204,102,0.54,28.58
AU,6/3/2020,7221,102,0.56,28.65
AU,6/4/2020,7229,102,0.59,28.68
AU,6/5/2020,7240,102,0.58,28.73
AU,6/6/2020,7251,102,0.58,28.77
AU,6/7/2020,7255,102,0.58,28.79
AU,6/8/2020,7260,102,0.56,28.81
AU,6/9/2020,7265,102,0.52,28.83
AU,6/10/2020,7267,102,0.51,28.83
AU,6/11/2020,7276,102,0.5,28.87
AU,6/12/2020,7285,102,0.44,28.91
AU,6/13/2020,7290,102,0.42,28.92
AU,6/14/2020,7302,102,0.42,28.97
AU,6/15/2020,7320,102,0.46,29.04
AU,6/16/2020,7335,102,0.45,29.1
AU,6/17/2020,7347,102,0.47,29.15
AU,6/18/2020,7370,102,0.52,29.24
AU,6/19/2020,7391,102,0.56,29.33
AU,6/20/2020,7409,102,0.61,29.4
AU,6/21/2020,7436,102,0.7,29.5
AU,6/22/2020,7461,102,0.78,29.6
AU,6/23/2020,7474,102,0.82,29.65
AU,6/24/2020,7492,102,0.86,29.73
AU,6/25/2020,7521,103,0.94,29.84
AU,6/26/2020,7558,104,1.06,29.99
AU,6/27/2020,7595,104,1.16,30.14
AU,6/28/2020,7641,104,1.27,30.32
AU,6/29/2020,7686,104,1.39,30.5
AU,6/30/2020,7767,104,1.67,30.82
AU,7/1/2020,7834,104,1.84,31.08
AU,7/2/2020,7920,104,2.1,31.42
AU,7/3/2020,8001,104,2.35,31.75
AU,7/4/2020,8255,104,3.25,32.75
AU,7/5/2020,8362,104,3.57,33.18
AU,7/6/2020,8449,104,3.87,33.52
AU,7/7/2020,8586,106,4.34,34.07
AU,7/8/2020,8755,106,4.9,34.74
AU,7/9/2020,8886,106,5.27,35.26
AU,7/10/2020,9059,106,5.81,35.94
AU,7/11/2020,9359,106,6.82,37.13
AU,7/12/2020,9553,107,7.41,37.9
AU,7/13/2020,9797,108,8.05,38.87
AU,7/14/2020,9980,108,8.51,39.6
AU,7/15/2020,10251,108,9.25,40.67
AU,7/16/2020,10495,111,9.9,41.64
AU,7/17/2020,10810,113,10.14,42.89
AU,7/18/2020,11235,116,11.4,44.58
AU,7/19/2020,11441,118,11.87,45.4
AU,7/20/2020,11802,122,12.76,46.83
AU,7/21/2020,12069,123,13.15,47.89
AU,7/22/2020,12428,126,14.05,49.31
AU,7/23/2020,12896,128,15.22,51.17
AU,7/24/2020,13306,133,15.66,52.79
AU,7/25/2020,13595,139,16.04,53.94
AU,7/26/2020,13950,145,16.48,55.35
AU,7/27/2020,14403,155,17.55,57.15
AU,7/28/2020,14935,161,18.58,59.26
AU,7/29/2020,15304,167,19.08,60.72
AU,7/30/2020,15582,176,18.93,61.83
AU,7/31/2020,16303,189,20.11,64.69
AU,8/1/2020,16905,196,21.68,67.07
AU,8/2/2020,17282,200,21.74,68.57
AU,8/3/2020,17923,208,23.23,71.11
AU,8/4/2020,18318,221,23.37,72.68
AU,8/5/2020,18729,232,23.14,74.31
AU,8/6/2020,19444,247,24.35,77.15
AU,8/7/2020,19862,255,24.87,78.81
AU,8/8/2020,20272,266,25.08,80.43
AU,8/9/2020,20698,278,24.98,82.12
AU,8/10/2020,21084,295,24.4,83.66
AU,8/11/2020,21397,313,24.18,84.9
AU,8/12/2020,21713,331,24.33,86.15
AU,8/13/2020,22127,352,23.11,87.79
AU,8/14/2020,22358,361,21.64,88.71
AU,8/15/2020,22743,375,21.67,90.24
AU,8/16/2020,23035,379,20.28,91.4
AU,8/17/2020,23288,396,19.72,92.4
AU,8/18/2020,23599,421,19.32,93.63
AU,8/19/2020,23773,438,17.18,94.33
AU,8/20/2020,23993,450,16.39,95.2
AU,8/21/2020,24236,463,15.73,96.16
AU,8/22/2020,24407,472,14.72,96.84
AU,8/23/2020,24602,485,13.96,97.61
AU,8/24/2020,24812,502,13.55,98.45
AU,8/25/2020,24916,517,12.71,98.86
AU,8/26/2020,25053,525,11.61,99.4
AU,8/27/2020,25205,549,11.3,100.01
AU,8/28/2020,25322,572,10.23,100.47
AU,8/29/2020,25448,583,9.57,100.97
AU,8/30/2020,25547,600,8.96,101.36
AU,8/31/2020,25670,611,8.22,101.85
AU,9/1/2020,25746,652,7.83,102.15
AU,9/2/2020,25819,657,7.25,102.44
AU,9/3/2020,25923,663,6.69,102.86
AU,9/4/2020,26049,678,6.52,103.36
AU,9/5/2020,26136,737,6.09,103.7
AU,9/6/2020,26207,748,5.54,103.98
AU,9/7/2020,26279,753,5.41,104.27
AU,9/8/2020,26322,762,5.04,104.44
AU,9/9/2020,26374,770,4.64,104.65
AU,9/10/2020,26465,781,4.54,105.01
AU,9/11/2020,26513,788,4.23,105.2
AU,9/12/2020,26565,797,4.04,105.4
AU,9/13/2020,26607,803,3.72,105.57
AU,9/14/2020,26651,810,3.59,105.74
AU,9/15/2020,26692,816,3.46,105.91
AU,9/16/2020,26738,816,3.23,106.09
AU,9/17/2020,26779,824,2.9,106.25
AU,9/18/2020,26813,832,2.69,106.39
AU,9/19/2020,26861,837,2.59,106.58
AU,9/20/2020,26885,844,2.4,106.67
AU,9/21/2020,26898,849,2.29,106.72
AU,9/22/2020,26912,851,2.13,106.78
AU,9/23/2020,26942,854,1.89,106.9
AU,9/24/2020,26973,859,1.83,107.02
AU,9/25/2020,26983,861,1.66,107.06
AU,9/26/2020,27000,869,1.56,107.13
AU,9/27/2020,27016,870,1.45,107.19
AU,9/28/2020,27040,872,1.38,107.29
AU,9/29/2020,27044,875,1.21,107.3
AU,9/30/2020,27063,882,1.13,107.38
AU,10/1/2020,27063,882,0.99,107.38
AU,10/2/2020,27096,888,0.93,107.51
AU,10/3/2020,27113,890,0.9,107.58
AU,10/4/2020,27121,893,0.88,107.61
AU,10/5/2020,27136,894,0.89,107.67
AW,12/31/2019,0,0,0,0
AW,1/1/2020,0,0,0,0
AW,1/2/2020,0,0,0,0
AW,1/3/2020,0,0,0,0
AW,1/4/2020,0,0,0,0
AW,1/5/2020,0,0,0,0
AW,1/6/2020,0,0,0,0
AW,1/7/2020,0,0,0,0
AW,1/8/2020,0,0,0,0
AW,1/9/2020,0,0,0,0
AW,1/10/2020,0,0,0,0
AW,1/11/2020,0,0,0,0
AW,1/12/2020,0,0,0,0
AW,1/13/2020,0,0,0,0
AW,1/14/2020,0,0,0,0
AW,1/15/2020,0,0,0,0
AW,1/16/2020,0,0,0,0
AW,1/17/2020,0,0,0,0
AW,1/18/2020,0,0,0,0
AW,1/19/2020,0,0,0,0
AW,1/20/2020,0,0,0,0
AW,1/21/2020,0,0,0,0
AW,1/22/2020,0,0,0,0
AW,1/23/2020,0,0,0,0
AW,1/24/2020,0,0,0,0
AW,1/25/2020,0,0,0,0
AW,1/26/2020,0,0,0,0
AW,1/27/2020,0,0,0,0
AW,1/28/2020,0,0,0,0
AW,1/29/2020,0,0,0,0
AW,1/30/2020,0,0,0,0
AW,1/31/2020,0,0,0,0
AW,2/1/2020,0,0,0,0
AW,2/2/2020,0,0,0,0
AW,2/3/2020,0,0,0,0
AW,2/4/2020,0,0,0,0
AW,2/5/2020,0,0,0,0
AW,2/6/2020,0,0,0,0
AW,2/7/2020,0,0,0,0
AW,2/8/2020,0,0,0,0
AW,2/9/2020,0,0,0,0
AW,2/10/2020,0,0,0,0
AW,2/11/2020,0,0,0,0
AW,2/12/2020,0,0,0,0
AW,2/13/2020,0,0,0,0
AW,2/14/2020,0,0,0,0
AW,2/15/2020,0,0,0,0
AW,2/16/2020,0,0,0,0
AW,2/17/2020,0,0,0,0
AW,2/18/2020,0,0,0,0
AW,2/19/2020,0,0,0,0
AW,2/20/2020,0,0,0,0
AW,2/21/2020,0,0,0,0
AW,2/22/2020,0,0,0,0
AW,2/23/2020,0,0,0,0
AW,2/24/2020,0,0,0,0
AW,2/25/2020,0,0,0,0
AW,2/26/2020,0,0,0,0
AW,2/27/2020,0,0,0,0
AW,2/28/2020,0,0,0,0
AW,2/29/2020,0,0,0,0
AW,3/1/2020,0,0,0,0
AW,3/2/2020,0,0,0,0
AW,3/3/2020,0,0,0,0
AW,3/4/2020,0,0,0,0
AW,3/5/2020,0,0,0,0
AW,3/6/2020,0,0,0,0
AW,3/7/2020,0,0,0,0
AW,3/8/2020,0,0,0,0
AW,3/9/2020,0,0,0,0
AW,3/10/2020,0,0,0,0
AW,3/11/2020,0,0,0,0
AW,3/12/2020,0,0,0,0
AW,3/13/2020,2,0,1.88,1.88
AW,3/14/2020,2,0,1.88,1.88
AW,3/15/2020,2,0,1.88,1.88
AW,3/16/2020,2,0,1.88,1.88
AW,3/17/2020,2,0,1.88,1.88
AW,3/18/2020,2,0,1.88,1.88
AW,3/19/2020,2,0,1.88,1.88
AW,3/20/2020,4,0,3.76,3.76
AW,3/21/2020,4,0,3.76,3.76
AW,3/22/2020,4,0,3.76,3.76
AW,3/23/2020,4,0,3.76,3.76
AW,3/24/2020,12,0,11.29,11.29
AW,3/25/2020,17,0,15.99,15.99
AW,3/26/2020,19,0,15.99,17.87
AW,3/27/2020,28,0,24.46,26.34
AW,3/28/2020,28,0,24.46,26.34
AW,3/29/2020,28,0,24.46,26.34
AW,3/30/2020,50,0,45.15,47.03
AW,3/31/2020,50,0,45.15,47.03
AW,4/1/2020,55,0,49.85,51.74
AW,4/2/2020,55,0,47.97,51.74
AW,4/3/2020,60,0,52.68,56.44
AW,4/4/2020,62,0,54.56,58.32
AW,4/5/2020,64,0,56.44,60.2
AW,4/6/2020,64,0,48.91,60.2
AW,4/7/2020,71,0,50.79,66.79
AW,4/8/2020,74,0,51.74,69.61
AW,4/9/2020,77,0,46.09,72.43
AW,4/10/2020,82,0,50.79,77.13
AW,4/11/2020,86,0,54.56,80.9
AW,4/12/2020,92,0,39.51,86.54
AW,4/13/2020,92,0,39.51,86.54
AW,4/14/2020,92,0,34.8,86.54
AW,4/15/2020,92,0,34.8,86.54
AW,4/16/2020,93,1,31.04,87.48
AW,4/17/2020,95,1,31.04,89.36
AW,4/18/2020,96,2,30.1,90.3
AW,4/19/2020,96,2,30.1,90.3
AW,4/20/2020,97,2,24.46,91.24
AW,4/21/2020,97,2,21.63,91.24
AW,4/22/2020,97,2,18.81,91.24
AW,4/23/2020,100,2,16.93,94.06
AW,4/24/2020,100,2,13.17,94.06
AW,4/25/2020,100,2,7.53,94.06
AW,4/26/2020,100,2,7.53,94.06
AW,4/27/2020,100,2,7.53,94.06
AW,4/28/2020,100,2,7.53,94.06
AW,4/29/2020,100,2,6.58,94.06
AW,4/30/2020,100,2,4.7,94.06
AW,5/1/2020,100,2,3.76,94.06
AW,5/2/2020,100,2,3.76,94.06
AW,5/3/2020,100,2,2.82,94.06
AW,5/4/2020,100,2,2.82,94.06
AW,5/5/2020,100,2,2.82,94.06
AW,5/6/2020,100,2,0,94.06
AW,5/7/2020,101,2,0.94,95.01
AW,5/8/2020,101,3,0.94,95.01
AW,5/9/2020,101,3,0.94,95.01
AW,5/10/2020,101,3,0.94,95.01
AW,5/11/2020,101,3,0.94,95.01
AW,5/12/2020,101,3,0.94,95.01
AW,5/13/2020,101,3,0.94,95.01
AW,5/14/2020,101,3,0.94,95.01
AW,5/15/2020,101,3,0.94,95.01
AW,5/16/2020,101,3,0.94,95.01
AW,5/17/2020,101,3,0.94,95.01
AW,5/18/2020,101,3,0.94,95.01
AW,5/19/2020,101,3,0.94,95.01
AW,5/20/2020,101,3,0,95.01
AW,5/21/2020,101,3,0,95.01
AW,5/22/2020,101,3,0,95.01
AW,5/23/2020,101,3,0,95.01
AW,5/24/2020,101,3,0,95.01
AW,5/25/2020,101,3,0,95.01
AW,5/26/2020,101,3,0,95.01
AW,5/27/2020,101,3,0,95.01
AW,5/28/2020,101,3,0,95.01
AW,5/29/2020,101,3,0,95.01
AW,5/30/2020,101,3,0,95.01
AW,5/31/2020,101,3,0,95.01
AW,6/1/2020,101,3,0,95.01
AW,6/2/2020,101,3,0,95.01
AW,6/3/2020,101,3,0,95.01
AW,6/4/2020,101,3,0,95.01
AW,6/5/2020,101,3,0,95.01
AW,6/6/2020,101,3,0,95.01
AW,6/7/2020,101,3,0,95.01
AW,6/8/2020,101,3,0,95.01
AW,6/9/2020,101,3,0,95.01
AW,6/10/2020,101,3,0,95.01
AW,6/11/2020,101,3,0,95.01
AW,6/12/2020,101,3,0,95.01
AW,6/13/2020,101,3,0,95.01
AW,6/14/2020,101,3,0,95.01
AW,6/15/2020,101,3,0,95.01
AW,6/16/2020,101,3,0,95.01
AW,6/17/2020,101,3,0,95.01
AW,6/18/2020,101,3,0,95.01
AW,6/19/2020,101,3,0,95.01
AW,6/20/2020,101,3,0,95.01
AW,6/21/2020,101,3,0,95.01
AW,6/22/2020,101,3,0,95.01
AW,6/23/2020,101,3,0,95.01
AW,6/24/2020,101,3,0,95.01
AW,6/25/2020,101,3,0,95.01
AW,6/26/2020,101,3,0,95.01
AW,6/27/2020,101,3,0,95.01
AW,6/28/2020,101,3,0,95.01
AW,6/29/2020,101,3,0,95.01
AW,6/30/2020,103,3,1.88,96.89
AW,7/1/2020,103,3,1.88,96.89
AW,7/2/2020,103,3,1.88,96.89
AW,7/3/2020,104,3,2.82,97.83
AW,7/4/2020,104,3,2.82,97.83
AW,7/5/2020,105,3,3.76,98.77
AW,7/6/2020,105,3,3.76,98.77
AW,7/7/2020,105,3,3.76,98.77
AW,7/8/2020,105,3,3.76,98.77
AW,7/9/2020,105,3,3.76,98.77
AW,7/10/2020,105,3,3.76,98.77
AW,7/11/2020,105,3,3.76,98.77
AW,7/12/2020,105,3,3.76,98.77
AW,7/13/2020,105,3,1.88,98.77
AW,7/14/2020,105,3,1.88,98.77
AW,7/15/2020,106,3,2.82,99.71
AW,7/16/2020,106,3,1.88,99.71
AW,7/17/2020,108,3,3.76,101.59
AW,7/18/2020,108,3,2.82,101.59
AW,7/19/2020,108,3,2.82,101.59
AW,7/20/2020,113,3,7.53,106.29
AW,7/21/2020,115,3,9.41,108.17
AW,7/22/2020,117,3,11.29,110.06
AW,7/23/2020,117,3,11.29,110.06
AW,7/24/2020,117,3,11.29,110.06
AW,7/25/2020,118,3,12.23,111
AW,7/26/2020,119,3,13.17,111.94
AW,7/27/2020,119,3,13.17,111.94
AW,7/28/2020,119,3,12.23,111.94
AW,7/29/2020,119,3,12.23,111.94
AW,7/30/2020,119,3,10.35,111.94
AW,7/31/2020,120,3,11.29,112.88
AW,8/1/2020,121,3,12.23,113.82
AW,8/2/2020,121,3,7.53,113.82
AW,8/3/2020,122,3,6.58,114.76
AW,8/4/2020,124,3,6.58,116.64
AW,8/5/2020,132,3,14.11,124.17
AW,8/6/2020,171,3,50.79,160.85
AW,8/7/2020,263,3,136.39,247.39
AW,8/8/2020,396,3,260.56,372.5
AW,8/9/2020,509,3,366.85,478.79
AW,8/10/2020,563,3,417.65,529.58
AW,8/11/2020,630,3,480.67,592.61
AW,8/12/2020,717,3,562.51,674.44
AW,8/13/2020,798,3,637.76,750.63
AW,8/14/2020,894,4,727.12,840.94
AW,8/15/2020,973,4,801.43,915.25
AW,8/16/2020,1048,4,871.04,985.8
AW,8/17/2020,1102,4,919.95,1036.59
AW,8/18/2020,1121,4,930.3,1054.46
AW,8/19/2020,1121,4,893.61,1054.46
AW,8/20/2020,1296,5,971.69,1219.08
AW,8/21/2020,1387,6,932.18,1304.68
AW,8/22/2020,1464,6,898.32,1377.1
AW,8/23/2020,1534,7,913.37,1442.95
AW,8/24/2020,1568,7,882.33,1474.93
AW,8/25/2020,1628,7,856.93,1531.37
AW,8/26/2020,1670,8,820.24,1570.88
AW,8/27/2020,1760,8,814.6,1655.54
AW,8/28/2020,1848,8,823.06,1738.31
AW,8/29/2020,1906,9,807.07,1792.87
AW,8/30/2020,1975,10,821.18,1857.77
AW,8/31/2020,1997,10,824.01,1878.47
AW,9/1/2020,2006,10,832.47,1886.93
AW,9/2/2020,2104,10,760.04,1979.12
AW,9/3/2020,2211,12,775.09,2079.77
AW,9/4/2020,2292,13,778.85,2155.96
AW,9/5/2020,2358,13,775.09,2218.04
AW,9/6/2020,2428,14,808.95,2283.89
AW,9/7/2020,2449,14,772.27,2303.64
AW,9/8/2020,2482,15,763.8,2334.68
AW,9/9/2020,2589,15,779.79,2435.33
AW,9/10/2020,2730,15,829.65,2567.96
AW,9/11/2020,2819,16,858.81,2651.68
AW,9/12/2020,2898,18,868.22,2725.99
AW,9/13/2020,2994,18,937.82,2816.29
AW,9/14/2020,3046,18,978.27,2865.21
AW,9/15/2020,3060,20,899.26,2878.37
AW,9/16/2020,3152,22,885.15,2964.91
AW,9/17/2020,3328,22,974.51,3130.47
AW,9/18/2020,3382,23,963.22,3181.26
AW,9/19/2020,3460,23,970.75,3254.63
AW,9/20/2020,3460,23,950.99,3254.63
AW,9/21/2020,3551,23,1005.55,3340.23
AW,9/22/2020,3587,24,938.76,3374.09
AW,9/23/2020,3665,25,879.5,3447.46
AW,9/24/2020,3721,25,848.46,3500.14
AW,9/25/2020,3756,25,807.07,3533.06
AW,9/26/2020,3799,25,757.22,3573.51
AW,9/27/2020,3832,25,739.35,3604.55
AW,9/28/2020,3844,25,737.47,3615.84
AW,9/29/2020,3872,25,677.26,3642.18
AW,9/30/2020,3934,26,570.03,3700.5
AW,10/1/2020,3963,27,546.51,3727.78
AW,10/2/2020,3998,27,506.07,3760.7
AW,10/3/2020,4038,30,543.69,3798.33
AW,10/4/2020,4074,30,491.96,3832.19
AW,10/5/2020,4079,30,462.8,3836.89
AZ,12/31/2019,0,0,0,0
AZ,1/1/2020,0,0,0,0
AZ,1/2/2020,0,0,0,0
AZ,1/3/2020,0,0,0,0
AZ,1/4/2020,0,0,0,0
AZ,1/5/2020,0,0,0,0
AZ,1/6/2020,0,0,0,0
AZ,1/7/2020,0,0,0,0
AZ,1/8/2020,0,0,0,0
AZ,1/9/2020,0,0,0,0
AZ,1/10/2020,0,0,0,0
AZ,1/11/2020,0,0,0,0
AZ,1/12/2020,0,0,0,0
AZ,1/13/2020,0,0,0,0
AZ,1/14/2020,0,0,0,0
AZ,1/15/2020,0,0,0,0
AZ,1/16/2020,0,0,0,0
AZ,1/17/2020,0,0,0,0
AZ,1/18/2020,0,0,0,0
AZ,1/19/2020,0,0,0,0
AZ,1/20/2020,0,0,0,0
AZ,1/21/2020,0,0,0,0
AZ,1/22/2020,0,0,0,0
